,cut,clarity,price,color
9822,Very Good,SI1,4672,G
9824,Very Good,SI1,4672,G
9826,Premium,SI1,4672,G
9829,Premium,SI1,4672,G
9833,Premium,SI1,4672,G
9837,Very Good,SI1,4673,H
9844,Premium,VS2,4676,I
9845,Very Good,SI1,4676,D
9847,Premium,VS2,4676,E
9850,Premium,SI1,4677,E
9854,Very Good,VS2,4678,F
9856,Very Good,VS2,4678,F
9857,Premium,SI1,4678,F
9858,Very Good,SI1,4678,F
9875,Very Good,SI1,4680,H
9877,Very Good,VS2,4681,F
9878,Very Good,SI1,4681,I
9879,Very Good,SI1,4682,H
9880,Premium,SI1,4682,F
9885,Very Good,SI1,4682,H
9886,Premium,SI1,4682,F
9887,Premium,SI1,4682,H
9902,Premium,SI1,4687,J
9903,Premium,VS2,4687,E
9906,Very Good,SI1,4688,I
9908,Very Good,SI1,4688,H
9909,Premium,SI1,4688,H
9912,Very Good,SI1,4688,H
9914,Premium,SI1,4689,H
9915,Very Good,SI1,4689,H
9917,Premium,SI1,4689,E
9918,Premium,SI1,4689,H
9919,Very Good,SI1,4689,H
9923,Very Good,VS2,4691,J
9928,Premium,SI1,4692,H
9929,Very Good,SI1,4692,H
9930,Premium,SI1,4692,H
9932,Very Good,SI1,4692,H
9933,Very Good,VS2,4692,H
9936,Very Good,SI1,4693,D
9937,Very Good,SI1,4693,D
9938,Premium,SI1,4693,D
9939,Very Good,SI1,4693,D
9940,Very Good,SI1,4693,I
9953,Very Good,SI1,4697,D
9957,Premium,SI1,4699,F
9965,Very Good,SI1,4702,H
9967,Premium,SI1,4702,H
9968,Very Good,SI1,4702,J
9972,Very Good,SI1,4702,H
9974,Premium,VS2,4702,J
9976,Very Good,SI1,4703,H
9979,Very Good,SI1,4704,G
9983,Very Good,SI1,4704,F
9987,Premium,SI1,4704,I
9988,Very Good,SI1,4704,I
9992,Premium,SI1,4704,F
9998,Premium,SI1,4704,D
10001,Very Good,SI1,4705,H
10005,Premium,VS2,4706,E
10006,Very Good,VS2,4707,E
10007,Very Good,VS2,4707,E
10008,Very Good,VS2,4707,E
10009,Very Good,SI1,4707,G
10011,Very Good,SI1,4707,H
10012,Premium,SI1,4707,H
10013,Premium,SI1,4707,H
10017,Very Good,VS2,4709,E
10035,Premium,VS2,417,E
10039,Premium,VS2,417,J
10044,Premium,SI1,418,I
10046,Very Good,SI1,418,I
10047,Premium,SI1,418,I
10049,Very Good,SI1,418,I
10062,Premium,SI1,591,H
10063,Premium,SI1,591,H
10064,Very Good,SI1,591,H
10065,Premium,SI1,591,H
10066,Very Good,SI1,591,H
10067,Very Good,SI1,591,H
10068,Premium,SI1,591,H
10069,Premium,SI1,591,H
10070,Premium,SI1,591,H
10082,Very Good,SI1,4711,E
10088,Very Good,SI1,4712,F
10094,Premium,SI1,4712,G
10095,Very Good,VS2,4712,D
10100,Very Good,VS2,4715,F
10101,Very Good,VS2,4715,F
10102,Premium,VS2,4715,J
10106,Premium,SI1,4717,J
10110,Premium,VS2,4717,D
10113,Very Good,SI1,4718,G
10114,Premium,SI1,4718,G
10115,Premium,SI1,4718,G
10116,Premium,SI1,4718,G
10117,Premium,SI1,4718,G
10121,Very Good,SI1,4719,G
10122,Very Good,SI1,4719,G
10124,Premium,SI1,4719,G
10126,Very Good,SI1,4719,E
10130,Premium,SI1,4719,H
10131,Very Good,VS2,4720,D
10133,Premium,SI1,4721,D
10134,Very Good,SI1,4721,F
10140,Very Good,SI1,4724,G
10141,Very Good,SI1,4724,I
10146,Premium,SI1,4724,H
10151,Premium,SI1,4725,I
10154,Premium,SI1,4726,F
10156,Very Good,SI1,4727,H
10159,Very Good,SI1,4728,I
10160,Premium,SI1,4729,E
10161,Very Good,VS2,4729,D
10181,Premium,SI1,4735,D
10182,Premium,SI1,4735,D
10190,Very Good,SI1,4738,E
10192,Very Good,VS2,4739,I
10194,Premium,VS2,4739,H
10195,Premium,VS2,4739,E
10196,Premium,VS2,4739,E
10198,Premium,SI1,4739,E
10199,Premium,SI1,4740,H
10207,Very Good,SI1,4741,G
10208,Premium,SI1,4742,G
10216,Premium,SI1,4743,H
10220,Very Good,SI1,4743,H
10224,Premium,VS2,4743,F
10225,Premium,VS2,4744,I
10226,Premium,VS2,4744,I
10232,Premium,VS2,4745,H
10235,Very Good,SI1,4746,D
10236,Very Good,SI1,4746,G
10239,Premium,SI1,4746,I
10240,Premium,SI1,4746,H
10242,Premium,SI1,4748,H
10243,Premium,SI1,4748,F
10249,Very Good,SI1,4749,I
10254,Premium,VS2,4750,G
10267,Premium,SI1,4751,D
10272,Very Good,SI1,4752,J
10278,Very Good,VS2,4754,J
10279,Premium,SI1,4754,H
10281,Very Good,SI1,4755,F
10295,Very Good,VS2,4759,E
10297,Very Good,SI1,4759,F
10298,Very Good,SI1,4759,I
10300,Very Good,SI1,4760,E
10304,Premium,VS2,4761,J
10306,Very Good,VS2,4762,I
10315,Very Good,SI1,4764,G
10322,Very Good,SI1,4764,G
10323,Premium,SI1,4764,H
10328,Very Good,VS2,4766,J
10329,Very Good,SI1,4766,I
10331,Very Good,SI1,4766,G
10333,Very Good,SI1,4766,E
10334,Very Good,SI1,4766,E
10340,Premium,SI1,4768,G
10344,Premium,VS2,4769,H
10345,Premium,VS2,4769,H
10347,Premium,SI1,4770,J
10354,Premium,SI1,4770,F
10356,Premium,SI1,4771,H
10359,Premium,SI1,4771,H
10361,Premium,SI1,4772,H
10368,Premium,SI1,4774,F
10370,Premium,SI1,4774,F
10371,Premium,SI1,4775,F
10373,Premium,SI1,4776,G
10374,Premium,SI1,4777,I
10376,Premium,SI1,4778,J
10383,Very Good,SI1,593,E
10384,Very Good,SI1,593,E
10389,Premium,SI1,593,G
10390,Premium,SI1,593,G
10391,Premium,SI1,593,G
10393,Premium,SI1,593,G
10394,Premium,SI1,593,G
10396,Very Good,SI1,593,G
10397,Premium,SI1,593,G
10398,Premium,SI1,593,G
10399,Very Good,SI1,593,G
10400,Premium,SI1,593,G
10401,Very Good,SI1,593,G
10408,Premium,SI1,593,G
10409,Premium,SI1,593,G
10429,Very Good,SI1,4784,H
10430,Very Good,VS2,4785,I
10431,Very Good,SI1,4785,H
10432,Premium,SI1,4785,H
10435,Very Good,SI1,4785,I
10436,Very Good,SI1,4785,I
10437,Premium,SI1,4785,G
10438,Very Good,SI1,4785,F
10442,Premium,SI1,4788,H
10443,Premium,SI1,4788,H
10446,Very Good,SI1,4788,G
10447,Premium,SI1,4788,H
10449,Premium,SI1,4788,I
10450,Premium,SI1,4788,I
10452,Premium,SI1,4788,I
10453,Premium,SI1,4788,H
10454,Premium,SI1,4788,H
10456,Very Good,SI1,4788,I
10457,Premium,SI1,4788,H
10466,Very Good,SI1,4791,E
10469,Very Good,SI1,4791,H
10470,Premium,SI1,4791,I
10475,Premium,VS2,4791,H
10476,Very Good,VS2,4793,J
10478,Very Good,SI1,4794,I
10480,Very Good,VS2,4795,E
10481,Very Good,SI1,4795,E
10485,Premium,SI1,4796,H
10487,Very Good,SI1,4796,H
10504,Very Good,SI1,4798,F
10510,Very Good,SI1,4800,H
10513,Premium,VS2,4801,F
10519,Very Good,VS2,4804,D
10522,Very Good,SI1,4805,I
10524,Premium,SI1,4805,G
10528,Premium,SI1,4805,E
10529,Premium,SI1,4805,G
10530,Premium,SI1,4805,G
10532,Premium,SI1,4805,I
10534,Premium,SI1,4805,E
10535,Very Good,SI1,4805,E
10536,Premium,SI1,4805,E
10538,Premium,SI1,4808,G
10541,Premium,SI1,4808,G
10545,Premium,SI1,4810,F
10546,Premium,SI1,4811,G
10551,Very Good,SI1,4812,F
10553,Very Good,SI1,4813,E
10554,Premium,SI1,4814,H
10556,Premium,SI1,4815,G
10557,Very Good,VS2,4816,J
10559,Very Good,SI1,4816,F
10560,Premium,SI1,4816,H
10564,Premium,SI1,4816,G
10565,Premium,SI1,4816,H
10566,Premium,SI1,4816,H
10567,Premium,SI1,4816,D
10569,Premium,SI1,4817,D
10571,Premium,SI1,4817,D
10575,Premium,SI1,4819,H
10577,Premium,SI1,4819,H
10580,Very Good,SI1,4821,D
10581,Very Good,VS2,4821,H
10582,Very Good,VS2,4821,H
10583,Very Good,VS2,4821,H
10585,Very Good,SI1,4821,D
10589,Very Good,VS2,4823,E
10590,Very Good,VS2,4823,E
10591,Very Good,VS2,4823,E
10592,Very Good,VS2,4823,E
10602,Very Good,VS2,4826,H
10603,Very Good,SI1,4826,I
10606,Premium,SI1,4826,H
10608,Very Good,SI1,4827,H
10610,Very Good,SI1,4827,G
10615,Premium,SI1,4829,F
10621,Premium,SI1,4829,H
10623,Premium,VS2,4830,H
10625,Very Good,SI1,4830,H
10626,Very Good,SI1,4830,H
10630,Premium,SI1,4830,I
10632,Very Good,SI1,4830,E
10641,Premium,VS2,4833,E
10642,Premium,VS2,4834,G
10643,Very Good,VS2,4834,G
10644,Very Good,SI1,4836,H
10646,Very Good,SI1,4836,H
10647,Very Good,SI1,4836,H
10649,Premium,SI1,4836,H
10651,Premium,SI1,4836,H
10660,Very Good,SI1,4838,I
10661,Premium,SI1,4838,J
10665,Premium,SI1,4838,J
10666,Premium,VS2,4838,F
10668,Premium,VS2,4839,J
10670,Premium,VS2,4839,H
10673,Very Good,SI1,4840,I
10677,Premium,VS2,4841,J
10679,Very Good,VS2,4842,H
10680,Premium,SI1,4842,H
10681,Premium,SI1,4843,H
10684,Very Good,SI1,4844,G
10690,Premium,VS2,4844,I
10696,Very Good,VS2,4846,F
10697,Very Good,SI1,4846,D
10699,Very Good,SI1,4846,F
10704,Very Good,SI1,4848,I
10706,Very Good,SI1,4849,H
10710,Premium,SI1,593,G
10711,Premium,SI1,593,G
10727,Premium,SI1,593,I
10730,Very Good,VS2,594,E
10731,Premium,VS2,594,I
10732,Premium,VS2,594,I
10733,Premium,VS2,594,I
10735,Premium,VS2,594,I
10737,Premium,VS2,594,I
10741,Very Good,SI1,4851,I
10743,Very Good,SI1,4851,F
10745,Premium,SI1,4851,F
10746,Very Good,SI1,4851,F
10756,Premium,SI1,4853,E
10762,Premium,SI1,4853,E
10763,Premium,SI1,4853,E
10764,Very Good,SI1,4853,E
10770,Premium,SI1,4854,I
10771,Very Good,SI1,4855,H
10773,Premium,SI1,4855,G
10774,Premium,SI1,4855,F
10775,Premium,VS2,4856,J
10777,Premium,SI1,4857,G
10779,Very Good,VS2,4858,E
10782,Premium,VS2,4858,I
10790,Very Good,SI1,4861,G
10798,Premium,VS2,4861,H
10801,Premium,SI1,4862,F
10803,Premium,SI1,4862,F
10804,Very Good,SI1,4863,G
10805,Premium,SI1,4863,G
10807,Premium,SI1,4864,F
10809,Very Good,SI1,4864,E
10810,Very Good,SI1,4864,E
10812,Premium,SI1,4864,E
10814,Premium,SI1,4865,I
10819,Very Good,SI1,4868,H
10822,Very Good,VS2,4869,I
10825,Very Good,SI1,4869,F
10829,Very Good,SI1,4871,H
10834,Very Good,SI1,4871,H
10835,Premium,SI1,4871,H
10839,Premium,SI1,4872,I
10842,Premium,SI1,4872,H
10843,Premium,SI1,4872,H
10844,Premium,SI1,4872,I
10847,Premium,SI1,4872,I
10849,Premium,SI1,4872,G
10851,Very Good,VS2,4873,I
10852,Very Good,SI1,4873,H
10862,Very Good,SI1,4875,H
10863,Premium,SI1,4875,G
10865,Very Good,SI1,4876,H
10866,Very Good,SI1,4876,H
10875,Very Good,SI1,4878,H
10877,Premium,SI1,4879,F
10880,Very Good,SI1,4879,H
10893,Premium,SI1,4884,F
10895,Premium,SI1,4884,H
10897,Premium,VS2,4884,I
10898,Premium,SI1,4884,H
10899,Very Good,SI1,4884,H
10900,Premium,SI1,4884,H
10910,Premium,SI1,4890,H
10911,Premium,SI1,4890,H
10912,Very Good,SI1,4890,H
10913,Very Good,SI1,4890,F
10914,Very Good,SI1,4890,G
10921,Very Good,SI1,4891,J
10928,Premium,VS2,4892,F
10930,Very Good,VS2,4895,I
10931,Very Good,VS2,4896,J
10937,Very Good,SI1,4899,F
10938,Very Good,SI1,4899,F
10941,Very Good,SI1,4899,F
10945,Premium,SI1,4899,F
10946,Premium,SI1,4899,F
10950,Very Good,SI1,4900,H
10953,Premium,SI1,4900,G
10955,Premium,SI1,4900,G
10958,Very Good,SI1,4901,E
10959,Very Good,SI1,4902,D
10960,Very Good,SI1,4902,D
10963,Very Good,SI1,4903,G
10964,Premium,SI1,4903,G
10968,Very Good,SI1,4906,G
10974,Premium,SI1,4909,D
10976,Premium,SI1,4909,D
10979,Premium,VS2,4909,H
10981,Premium,SI1,4911,I
10983,Very Good,VS2,4911,H
10986,Very Good,SI1,4912,E
10987,Very Good,SI1,4912,E
10992,Very Good,VS2,4914,I
10994,Very Good,SI1,4914,E
10999,Premium,VS2,4914,D
11003,Premium,SI1,4914,I
11007,Premium,SI1,4915,E
11008,Premium,SI1,4916,H
11009,Premium,SI1,4916,H
11010,Premium,SI1,4916,G
11011,Very Good,SI1,4916,G
11014,Very Good,SI1,4916,G
11021,Premium,SI1,4916,H
11024,Premium,VS2,4916,H
11026,Very Good,VS2,4917,F
11031,Very Good,VS2,4919,E
11032,Very Good,SI1,4919,G
11037,Very Good,SI1,4921,E
11039,Premium,VS2,4921,H
11065,Premium,SI1,596,E
11066,Very Good,VS2,596,G
11072,Very Good,VS2,4922,H
11073,Very Good,SI1,4922,E
11074,Very Good,SI1,4922,G
11077,Very Good,VS2,4924,F
11080,Very Good,VS2,4925,F
11081,Very Good,VS2,4925,E
11098,Premium,VS2,4930,H
11103,Very Good,SI1,4932,H
11104,Very Good,SI1,4932,H
11107,Premium,SI1,4932,H
11108,Very Good,SI1,4932,H
11109,Premium,SI1,4932,H
11110,Very Good,SI1,4933,I
11124,Very Good,SI1,4938,H
11133,Premium,SI1,4939,F
11134,Premium,SI1,4939,F
11135,Premium,SI1,4939,F
11136,Premium,SI1,4939,J
11137,Premium,SI1,4939,I
11138,Very Good,SI1,4939,F
11139,Premium,SI1,4939,F
11146,Premium,SI1,4942,F
11147,Premium,VS2,4942,I
11152,Premium,SI1,4943,H
11155,Very Good,SI1,4944,H
11161,Very Good,SI1,4948,F
11162,Very Good,SI1,4948,I
11163,Premium,SI1,4948,G
11164,Premium,SI1,4948,H
11166,Very Good,SI1,4949,G
11167,Premium,SI1,4949,G
11169,Premium,SI1,4949,H
11176,Very Good,SI1,4953,H
11179,Premium,SI1,4953,E
11180,Premium,SI1,4953,F
11188,Premium,SI1,4956,I
11191,Premium,SI1,4956,I
11195,Premium,SI1,4956,G
11197,Premium,VS2,4958,H
11200,Premium,VS2,4958,I
11201,Premium,VS2,4958,H
11202,Very Good,VS2,4959,I
11203,Very Good,SI1,4959,H
11205,Very Good,VS2,4959,H
11206,Premium,VS2,4959,H
11207,Premium,VS2,4959,H
11210,Premium,SI1,4959,I
11213,Premium,SI1,4960,H
11214,Very Good,VS2,4960,J
11217,Premium,VS2,4961,F
11218,Premium,VS2,4961,F
11219,Very Good,SI1,4961,F
11223,Very Good,VS2,4963,J
11230,Very Good,SI1,4964,G
11233,Premium,VS2,4964,I
11237,Premium,SI1,4965,H
11238,Premium,SI1,4965,H
11245,Very Good,SI1,4967,J
11250,Premium,VS2,4968,J
11253,Very Good,SI1,4969,F
11254,Very Good,SI1,4969,F
11255,Premium,SI1,4969,F
11256,Very Good,SI1,4969,J
11261,Premium,VS2,4969,D
11268,Very Good,SI1,4972,F
11278,Premium,VS2,4974,J
11283,Premium,SI1,4974,G
11284,Very Good,VS2,4975,I
11291,Premium,SI1,4977,H
11293,Very Good,VS2,4978,H
11294,Very Good,VS2,4978,H
11296,Premium,VS2,4979,F
11298,Premium,SI1,4980,H
11299,Premium,SI1,4980,H
11301,Premium,SI1,4980,H
11302,Premium,SI1,4980,H
11303,Premium,SI1,4980,H
11304,Very Good,VS2,4981,D
11308,Premium,SI1,4984,H
11311,Premium,VS2,4984,H
11316,Very Good,VS2,4986,I
11318,Very Good,SI1,4986,E
11319,Premium,VS2,4986,J
11320,Premium,VS2,4986,I
11330,Very Good,SI1,4989,J
11331,Premium,SI1,4989,F
11332,Premium,SI1,4989,F
11337,Premium,SI1,4989,F
11338,Very Good,SI1,4989,F
11340,Premium,SI1,4989,F
11345,Premium,SI1,4989,F
11346,Very Good,SI1,4989,F
11347,Premium,SI1,4989,F
11349,Very Good,SI1,4990,J
11353,Premium,SI1,4991,E
11358,Premium,SI1,4994,H
11359,Very Good,SI1,4995,F
11360,Very Good,SI1,4995,H
11361,Very Good,SI1,4995,H
11362,Very Good,SI1,4996,F
11363,Very Good,SI1,4997,G
11364,Very Good,SI1,4997,G
11366,Very Good,SI1,4997,G
11376,Very Good,SI1,596,E
11377,Very Good,VS2,596,J
11379,Very Good,SI1,596,E
11382,Premium,VS2,596,G
11383,Premium,VS2,596,G
11386,Premium,VS2,596,G
11389,Very Good,VS2,596,G
11393,Premium,VS2,596,G
11396,Very Good,SI1,596,E
11401,Premium,SI1,4999,H
11403,Very Good,VS2,5000,H
11408,Very Good,SI1,5000,G
11411,Premium,VS2,5000,H
11420,Premium,VS2,5001,D
11426,Very Good,SI1,5002,E
11427,Very Good,SI1,5002,E
11428,Premium,SI1,5002,E
11429,Premium,SI1,5002,I
11431,Premium,SI1,5003,H
11432,Premium,SI1,5004,H
11434,Premium,VS2,5005,H
11435,Very Good,SI1,5005,D
11441,Premium,VS2,5006,I
11445,Premium,SI1,5006,G
11446,Premium,SI1,5006,G
11448,Premium,SI1,5006,G
11451,Premium,SI1,5006,G
11453,Premium,SI1,5006,G
11456,Premium,VS2,5008,H
11457,Premium,VS2,5008,I
11461,Very Good,SI1,5010,H
11462,Very Good,SI1,5010,E
11463,Very Good,SI1,5010,F
11464,Very Good,SI1,5010,F
11468,Premium,SI1,5012,E
11470,Very Good,VS2,5013,I
11476,Very Good,SI1,5014,F
11482,Premium,VS2,5015,J
11483,Premium,VS2,5015,J
11489,Premium,VS2,5016,I
11490,Very Good,SI1,5017,F
11491,Very Good,SI1,5017,F
11492,Premium,SI1,5017,G
11499,Very Good,SI1,5019,F
11500,Very Good,SI1,5019,G
11504,Very Good,VS2,5020,I
11505,Very Good,SI1,5020,H
11519,Very Good,SI1,5024,G
11520,Very Good,SI1,5025,G
11521,Very Good,SI1,5026,E
11522,Very Good,SI1,5026,H
11523,Premium,VS2,5026,J
11525,Premium,VS2,5027,I
11528,Premium,SI1,5027,H
11529,Premium,SI1,5027,E
11532,Very Good,SI1,5027,H
11534,Premium,SI1,5028,D
11535,Premium,VS2,5028,H
11536,Very Good,VS2,5028,H
11540,Premium,SI1,5028,J
11543,Very Good,SI1,5029,E
11544,Very Good,SI1,5029,J
11547,Very Good,SI1,5030,F
11549,Premium,SI1,5031,H
11555,Very Good,SI1,5033,D
11559,Premium,SI1,5034,G
11561,Very Good,VS2,5034,H
11567,Very Good,SI1,5036,H
11571,Premium,SI1,5037,G
11572,Premium,SI1,5038,F
11574,Very Good,SI1,5038,F
11575,Very Good,SI1,5038,F
11577,Premium,SI1,5039,G
11579,Very Good,SI1,5040,D
11585,Very Good,SI1,5040,I
11586,Premium,SI1,5040,E
11590,Premium,SI1,5042,F
11595,Premium,SI1,5042,J
11596,Premium,SI1,5043,G
11601,Premium,SI1,5044,G
11603,Very Good,SI1,5045,J
11605,Very Good,VS2,5046,H
11606,Very Good,SI1,5046,I
11608,Very Good,SI1,5047,H
11609,Very Good,SI1,5047,H
11611,Very Good,SI1,5047,H
11614,Very Good,SI1,5048,H
11618,Very Good,SI1,5049,G
11620,Very Good,SI1,5050,H
11621,Premium,VS2,5050,H
11623,Very Good,VS2,5050,H
11624,Very Good,VS2,5050,H
11625,Premium,SI1,5050,H
11626,Premium,SI1,5050,H
11628,Premium,SI1,5050,H
11631,Very Good,SI1,5051,E
11632,Very Good,SI1,5051,E
11633,Very Good,SI1,5051,G
11645,Very Good,VS2,5053,H
11646,Premium,VS2,5053,J
11650,Very Good,SI1,5055,D
11657,Premium,SI1,5055,H
11658,Premium,SI1,5055,H
11660,Premium,SI1,5055,H
11661,Premium,VS2,5055,E
11663,Premium,VS2,5055,E
11668,Premium,SI1,5056,H
11674,Very Good,SI1,5058,F
11675,Premium,SI1,5058,F
11676,Very Good,SI1,5058,F
11679,Premium,SI1,5060,F
11685,Premium,SI1,5063,H
11693,Very Good,VS2,5067,I
11694,Very Good,VS2,5067,I
11699,Very Good,VS2,5068,J
11700,Premium,SI1,596,E
11701,Premium,VS2,596,G
11702,Premium,VS2,596,G
11705,Premium,SI1,596,E
11706,Premium,VS2,596,G
11708,Premium,VS2,596,G
11709,Premium,VS2,596,G
11710,Very Good,VS2,596,J
11711,Very Good,VS2,596,J
11715,Premium,VS2,596,G
11718,Premium,SI1,596,E
11733,Premium,VS2,5069,H
11734,Very Good,SI1,5070,G
11737,Very Good,VS2,5072,I
11740,Very Good,SI1,5072,H
11741,Premium,SI1,5073,J
11746,Premium,SI1,5075,H
11748,Very Good,SI1,5077,F
11750,Very Good,SI1,5077,E
11751,Premium,SI1,5077,E
11753,Premium,SI1,5078,H
11754,Very Good,SI1,5078,F
11755,Very Good,SI1,5078,F
11756,Premium,VS2,5078,H
11760,Premium,SI1,5080,J
11768,Very Good,SI1,5082,E
11769,Very Good,SI1,5082,E
11771,Very Good,SI1,5082,J
11777,Very Good,SI1,5083,J
11780,Premium,SI1,5084,H
11781,Very Good,SI1,5085,E
11784,Very Good,SI1,5086,E
11785,Very Good,SI1,5086,D
11787,Premium,SI1,5086,G
11788,Premium,SI1,5087,F
11789,Premium,SI1,5087,F
11790,Premium,SI1,5087,F
11791,Premium,SI1,5087,F
11793,Very Good,SI1,5088,G
11794,Very Good,SI1,5088,G
11797,Premium,SI1,5088,G
11798,Premium,SI1,5088,G
11800,Premium,SI1,5088,I
11803,Premium,SI1,5089,F
11805,Very Good,SI1,5090,E
11806,Premium,SI1,5090,H
11807,Premium,SI1,5090,H
11808,Premium,SI1,5090,F
11809,Premium,SI1,5090,G
11810,Premium,SI1,5091,H
11813,Premium,SI1,5091,G
11814,Premium,SI1,5091,G
11815,Premium,SI1,5091,F
11828,Premium,SI1,5096,D
11833,Premium,VS2,5096,H
11834,Premium,VS2,5096,J
11835,Premium,SI1,5096,D
11838,Premium,SI1,5098,I
11839,Premium,VS2,5098,G
11842,Premium,VS2,5100,H
11844,Premium,SI1,5101,H
11845,Very Good,SI1,5101,D
11847,Premium,SI1,5101,E
11854,Premium,SI1,5102,H
11860,Premium,SI1,5105,G
11862,Premium,SI1,5105,H
11865,Very Good,SI1,5107,F
11866,Very Good,SI1,5107,F
11870,Premium,VS2,5107,J
11883,Very Good,SI1,5112,F
11885,Premium,SI1,5113,G
11886,Very Good,SI1,5113,E
11888,Very Good,SI1,5113,G
11889,Premium,SI1,5113,G
11890,Premium,SI1,5114,J
11891,Very Good,SI1,5114,H
11897,Very Good,VS2,5119,G
11898,Very Good,SI1,5119,F
11899,Premium,VS2,5119,I
11901,Premium,VS2,5120,H
11902,Premium,VS2,5120,I
11904,Very Good,VS2,5121,H
11905,Premium,SI1,5121,J
11906,Very Good,SI1,5122,F
11907,Very Good,SI1,5122,F
11908,Very Good,SI1,5122,D
11912,Very Good,SI1,5123,D
11913,Premium,SI1,5123,H
11914,Premium,SI1,5123,H
11915,Premium,SI1,5123,H
11936,Premium,VS2,5128,J
11938,Premium,SI1,5129,H
11939,Very Good,SI1,5131,H
11940,Very Good,SI1,5131,H
11941,Premium,VS2,5131,G
11946,Very Good,SI1,5132,D
11948,Very Good,SI1,5132,E
11949,Very Good,SI1,5132,E
11954,Premium,SI1,5134,H
11956,Premium,SI1,5135,F
11958,Very Good,VS2,5136,J
11960,Very Good,SI1,5137,F
11962,Premium,SI1,5139,G
11963,Very Good,VS2,5139,H
11964,Premium,SI1,5139,H
11965,Premium,VS2,5139,H
11968,Premium,SI1,5139,H
11970,Very Good,VS2,5140,J
11981,Premium,SI1,5142,F
11982,Premium,SI1,5142,F
11983,Very Good,SI1,5142,F
11984,Very Good,SI1,5142,J
11985,Very Good,SI1,5143,H
11990,Very Good,VS2,5145,E
12002,Premium,SI1,5147,D
12003,Premium,SI1,5147,D
12004,Premium,SI1,5147,D
12012,Premium,SI1,5149,H
12017,Premium,SI1,5151,F
12018,Premium,SI1,5151,F
12019,Very Good,SI1,5152,F
12020,Premium,SI1,5152,F
12021,Premium,VS2,5152,H
12024,Premium,SI1,5152,F
12026,Premium,SI1,5152,G
12033,Premium,VS2,596,G
12035,Premium,VS2,596,G
12037,Very Good,SI1,596,I
12038,Very Good,SI1,596,E
12039,Premium,VS2,596,G
12040,Very Good,SI1,596,E
12047,Very Good,SI1,596,E
12053,Premium,VS2,596,G
12054,Very Good,VS2,596,G
12065,Premium,SI1,5154,H
12066,Premium,SI1,5154,G
12067,Premium,SI1,5154,G
12068,Very Good,VS2,5155,H
12069,Very Good,SI1,5155,F
12082,Very Good,VS2,5160,J
12083,Very Good,VS2,5160,F
12087,Premium,SI1,5161,H
12090,Very Good,SI1,5163,G
12104,Premium,SI1,5166,D
12105,Premium,VS2,5166,H
12108,Premium,VS2,5166,H
12109,Premium,VS2,5166,H
12110,Premium,VS2,5166,H
12113,Premium,SI1,5166,J
12115,Premium,VS2,5166,H
12120,Premium,VS2,5167,D
12124,Very Good,VS2,5169,D
12125,Premium,SI1,5169,G
12128,Premium,VS2,5170,J
12132,Premium,SI1,5171,H
12133,Premium,VS2,5171,H
12135,Very Good,SI1,5172,H
12137,Premium,VS2,5173,J
12139,Very Good,SI1,5174,E
12142,Very Good,SI1,5174,F
12143,Very Good,SI1,5174,F
12148,Premium,VS2,5174,D
12150,Premium,SI1,5174,E
12155,Very Good,SI1,5175,E
12158,Premium,SI1,5176,J
12160,Premium,VS2,5177,G
12164,Premium,SI1,5179,E
12165,Premium,SI1,5179,H
12169,Premium,SI1,5181,G
12176,Premium,SI1,5183,E
12178,Premium,SI1,5183,E
12180,Premium,SI1,5183,G
12181,Premium,SI1,5183,H
12187,Very Good,VS2,5186,H
12194,Very Good,SI1,5189,E
12197,Premium,VS2,5190,H
12199,Very Good,SI1,5190,I
12203,Premium,VS2,5191,H
12204,Very Good,SI1,5192,G
12205,Very Good,SI1,5192,H
12206,Very Good,SI1,5192,H
12213,Premium,SI1,5194,H
12218,Premium,SI1,5197,F
12219,Premium,SI1,5197,F
12220,Premium,SI1,5197,F
12223,Premium,SI1,5197,F
12224,Premium,SI1,5197,F
12227,Premium,SI1,5197,F
12228,Premium,SI1,5197,F
12229,Very Good,SI1,5197,F
12230,Very Good,SI1,5197,G
12235,Very Good,SI1,5198,D
12244,Premium,SI1,5202,F
12245,Premium,SI1,5202,F
12247,Premium,SI1,5204,H
12248,Very Good,VS2,5204,H
12251,Premium,SI1,5204,G
12253,Premium,VS2,5205,H
12263,Premium,SI1,5207,J
12264,Premium,VS2,5208,H
12268,Premium,SI1,5208,I
12271,Very Good,SI1,5209,J
12272,Premium,SI1,5210,D
12274,Very Good,VS2,5211,J
12277,Very Good,SI1,5211,I
12285,Very Good,SI1,5216,E
12287,Very Good,VS2,5217,J
12288,Very Good,VS2,5217,H
12289,Premium,VS2,5217,H
12290,Premium,VS2,5217,H
12294,Very Good,VS2,5218,F
12295,Very Good,VS2,5218,F
12298,Premium,SI1,5218,I
12299,Premium,SI1,5219,H
12300,Premium,SI1,5219,H
12313,Premium,SI1,5221,F
12316,Very Good,SI1,5222,F
12320,Premium,SI1,5223,G
12322,Very Good,SI1,5224,E
12323,Very Good,SI1,5224,E
12324,Very Good,SI1,5224,E
12325,Very Good,SI1,5224,J
12330,Very Good,SI1,5226,I
12332,Very Good,SI1,5226,E
12334,Premium,SI1,5226,E
12339,Premium,SI1,5226,G
12340,Premium,SI1,5226,E
12342,Premium,SI1,5226,E
12343,Very Good,VS2,5226,F
